ID,z1,z2,z3,z4,z5
Seq_1641,0.741,-0.044,-0.414,-0.345,0.096
Seq_1642,-0.038,-0.556,-0.373,-0.421,0.265
Seq_1643,0.264,-0.4,-0.259,-0.578,-0.001
Seq_1644,0.535,-0.725,0.05,-0.581,0.235
Seq_1645,-0.047,0.008,-0.366,-0.235,0.026
Seq_1646,0.484,-0.408,-0.577,-0.336,0.065
Seq_1647,0.204,-0.249,-0.268,-0.42,0.036
Seq_1648,-0.047,-0.595,-0.385,-0.351,0.164
Seq_1649,0.281,-0.517,-0.291,-0.566,0.087
Seq_1650,0.032,-0.459,-0.189,-0.374,0.055
Seq_1651,0.212,-0.88,-0.221,-0.428,0.063
Seq_1652,0.177,-1.077,-0.035,-0.54,0.186
Seq_1653,0.061,-0.541,-0.18,-0.417,0.117
Seq_1654,-0.088,-0.366,-0.368,-0.363,0.086
Seq_1655,0.165,-0.698,-0.199,-0.488,0.144
Seq_1656,-0.465,-0.472,-0.399,-0.385,0.076
Seq_1657,0.124,-0.502,-0.239,-0.559,0.162
Seq_1658,0.272,-0.094,-0.16,-0.431,-0.019
Seq_1659,0.545,-0.294,-0.411,-0.5,0.058
Seq_1660,0.343,-0.064,-0.291,-0.234,0.19
Seq_1661,0.264,-0.327,-0.331,-0.352,0.177
Seq_1662,0.052,-0.75,-0.345,-0.473,0.115
Seq_1663,0.356,-0.446,-0.029,-0.472,0.008
Seq_1664,0.356,-0.499,-0.282,-0.412,0.145
Seq_1665,0.148,-0.598,-0.134,-0.251,0.105
Seq_1666,0.524,-0.303,-0.202,-0.163,-0.073
Seq_1667,0.015,-0.32,-0.252,-0.313,0.096
Seq_1668,0.955,-0.251,-0.408,-0.282,0.136
Seq_1669,0.07,-0.474,-0.209,-0.315,0.057
Seq_1670,0.338,-0.402,-0.38,-0.523,0.067
Seq_1671,0.396,-0.38,-0.16,-0.406,0.195
Seq_1672,0.183,-0.344,-0.351,-0.32,0.202
Seq_1673,0.272,-0.016,-0.186,-0.37,0.038
Seq_1674,0.153,-0.572,-0.086,-0.472,0.025
Seq_1675,0.201,-0.557,-0.132,-0.545,0.071
Seq_1676,0.032,-0.276,-0.643,-0.403,-0.031
Seq_1677,0.161,-0.663,-0.266,-0.442,0.137
Seq_1678,0.309,-0.658,-0.481,-0.469,0.158
Seq_1679,0.21,-0.312,-0.109,-0.315,0.002
Seq_1680,-0.05,-0.067,-0.284,-0.458,0.073
Seq_1681,0.368,-0.649,-0.574,-0.544,0.091
Seq_1682,-0.07,-0.314,-0.311,-0.435,0.179
Seq_1683,0.13,-0.633,-0.052,-0.395,0.13
Seq_1684,0.025,-0.529,-0.321,-0.267,0.118
Seq_1685,-0.03,-0.529,-0.321,-0.416,0.041
Seq_1686,0.188,-0.281,-0.153,-0.256,-0.003
Seq_1687,0.214,-0.792,-0.282,-0.517,0.272
Seq_1688,0.516,-0.471,-0.182,-0.487,0.276
Seq_1689,0.181,-0.648,-0.336,-0.444,0.04
Seq_1690,0.715,-0.441,0.284,-0.395,-0.23
Seq_1691,-0.808,-0.642,-0.217,-0.113,0.054
Seq_1692,-0.269,-0.435,-0.265,-0.446,0.166
Seq_1693,0.152,-0.466,-0.287,-0.37,0.133
Seq_1694,0.758,-0.302,-0.081,-0.345,0.303
Seq_1695,0.377,-0.627,-0.035,-0.355,0.06
Seq_1696,0.124,-0.674,-0.17,-0.332,0.296
Seq_1697,0.107,-0.306,-0.666,-0.241,0.179
Seq_1698,-0.036,-0.587,-0.193,-0.348,0.076
Seq_1699,-0.092,-0.773,0.011,-0.315,0.093
Seq_1700,0.063,-0.6,-0.306,-0.372,0.134
Seq_1701,0.697,-0.516,-0.308,-0.657,0.251
Seq_1702,0.178,-0.41,-0.259,-0.359,0.049
Seq_1703,-0.023,-0.736,-0.174,-0.23,0.317
Seq_1704,0.289,-0.198,-0.07,-0.317,-0.057
Seq_1705,-0.114,-0.587,-0.098,-0.463,0.134
Seq_1706,0.282,-0.656,-0.023,-0.258,0.125
Seq_1707,-0.058,-0.491,-0.233,-0.339,0.103
Seq_1708,0.168,-0.471,-0.261,-0.456,0.067
Seq_1709,0.131,-0.516,-0.032,-0.469,0.036
Seq_1710,-0.01,-0.64,-0.274,-0.445,0.115
Seq_1711,0.287,-0.25,-0.547,-0.479,0.097
Seq_1712,-0.033,-0.327,-0.364,-0.33,0.166
Seq_1713,0.565,-0.209,-0.088,-0.377,0.08
Seq_1714,0.558,-0.87,-0.012,-0.349,0.279
Seq_1715,0.201,-0.765,-0.794,-0.544,0.082
Seq_1716,0.178,-0.292,-0.125,-0.304,0.153
Seq_1717,0.114,-0.453,-0.217,-0.385,0.097
Seq_1718,0.063,-0.599,-0.358,-0.428,0.215
Seq_1719,-0.069,-0.43,-0.208,-0.398,0.209
Seq_1720,-0.004,-1.2,-0.333,-0.518,0.443
Seq_1721,0.242,-0.283,-0.272,-0.384,0.085
Seq_1722,-0.166,-0.56,-0.183,-0.347,0.225
Seq_1723,0.549,-0.596,0.05,-0.541,0.281
Seq_1724,0.302,-0.652,-0.186,-0.464,0.236
Seq_1725,0.108,-0.314,-0.08,-0.289,0.019
Seq_1726,-0.086,-0.592,-0.208,-0.364,0.212
Seq_1727,0.076,-0.555,-0.236,-0.206,0.165
Seq_1728,0.048,-0.774,-0.251,-0.513,0.164
Seq_1729,0.349,-0.756,-0.805,-0.554,0.091
Seq_1730,0.109,-0.538,-0.364,-0.481,0.007
Seq_1731,0.192,-0.747,-0.25,-0.465,0.15
Seq_1732,0.015,-0.464,-0.381,-0.544,0.027
Seq_1733,0.24,-0.231,-0.505,-0.418,0.091
Seq_1734,0.496,-0.19,-0.287,-0.288,0.125
Seq_1735,0.199,-0.459,-0.164,-0.38,0.121
Seq_1736,0.449,-0.49,-0.214,-0.427,0.097
Seq_1737,0.011,-0.32,-0.396,-0.353,0.131
Seq_1738,0.686,-0.42,0.166,0.092,-0.138
Seq_1739,0.165,-0.707,-0.289,-0.439,0.121
Seq_1740,0.273,-0.058,-0.488,-0.387,0.087
Seq_1741,0.066,-0.818,-0.234,-0.409,0.189
Seq_1742,0.592,-0.54,-0.33,-0.291,0.242
Seq_1743,0.215,-1.024,-0.114,-0.561,0.123
Seq_1744,-0.142,-0.284,-0.11,-0.384,0.057
Seq_1745,0.384,-0.289,-0.376,-0.44,0.11
Seq_1746,0.001,-0.904,-0.281,-0.407,0.237
Seq_1747,0.387,-0.382,-0.241,-0.241,0.032
Seq_1748,0.07,-0.529,-0.594,-0.471,0.171
Seq_1749,0.094,-0.496,-0.262,-0.489,0.096
Seq_1750,0.089,-0.86,0.073,-0.539,0.256
Seq_1751,0.048,-0.664,-0.397,-0.436,0.124
Seq_1752,0.015,-0.305,-0.296,-0.379,0.097
Seq_1753,0.054,-0.477,-0.103,-0.368,0.259
Seq_1754,0.597,-0.639,-0.686,-0.124,0.243
Seq_1755,0.007,-0.367,-0.407,-0.45,0.202
Seq_1756,0.07,-0.973,-0.223,-0.483,0.222
Seq_1757,0.498,-0.243,-0.273,-0.41,0.146
Seq_1758,0.107,-0.874,-0.225,-0.364,0.07
Seq_1759,0.391,-0.46,-0.257,-0.369,0.14
Seq_1760,0.13,-0.458,-0.318,-0.347,0.28
Seq_1761,0.264,-0.516,-0.215,-0.48,0.008
Seq_1762,0.439,-0.366,-0.03,-0.545,0.124
Seq_1763,0.105,-0.825,-0.221,-0.415,0.053
Seq_1764,0.194,-0.582,-0.124,-0.472,0.065
Seq_1765,-0.096,-0.643,0.104,-0.308,-0.021
Seq_1766,-0.146,-0.642,-0.148,-0.408,0.211
Seq_1767,0.118,-0.339,-0.278,-0.471,0.15
Seq_1768,0.177,-0.897,-0.32,-0.613,0.204
Seq_1769,0.07,-0.335,-0.176,-0.284,0.117
Seq_1770,0.684,-0.218,-0.462,-0.499,0.116
Seq_1771,0.129,-0.289,-0.043,-0.368,0.048
Seq_1772,0.07,-0.37,-0.205,-0.415,0.076
Seq_1773,0.166,-0.251,-0.175,-0.41,-0.05
Seq_1774,0.554,0.472,-1.101,0.57,-0.007
Seq_1775,0.124,-0.48,-0.314,-0.363,0.253
Seq_1776,0.164,-0.552,-0.213,-0.455,0.137
Seq_1777,0.227,-0.589,-0.687,-0.624,0.198
Seq_1778,0.169,-0.55,-0.168,-0.489,0.047
Seq_1779,0.268,-0.256,-0.172,-0.363,0.014
Seq_1780,0.408,-0.328,-0.199,-0.435,0.187
Seq_1781,0.48,-0.508,-0.115,-0.528,0.121
Seq_1782,0.898,-0.411,-0.178,-0.526,0.127
Seq_1783,-0.01,-0.152,-0.057,-0.294,0.051
Seq_1784,0.077,-0.899,-0.396,-0.546,0.178
Seq_1785,0.249,-0.736,-0.195,-0.462,0.198
Seq_1786,0.077,-0.552,-0.443,-0.389,0.161
Seq_1787,-0.104,-0.48,-0.182,-0.396,0.178
Seq_1788,-0.211,-0.453,-0.281,-0.441,0.254
Seq_1789,0.119,-0.676,-0.096,-0.269,0.2
Seq_1790,0.064,-0.9,-0.445,-0.493,0.177
Seq_1791,0.534,-0.53,-0.111,-0.45,0.009
Seq_1792,0.202,-0.344,-0.087,-0.303,0.108
Seq_1793,0.11,-0.372,-0.239,-0.5,-0.01
Seq_1794,0.113,-0.758,-0.386,-0.531,0.147
Seq_1795,0.751,-0.379,-0.191,-0.472,0.195
Seq_1796,0.103,-0.615,-0.281,-0.318,0.161
Seq_1797,0.099,-0.494,-0.371,-0.379,0.168
Seq_1798,0.213,-0.448,-0.318,-0.437,0.149
Seq_1799,0.237,-0.313,-0.303,-0.338,0.11
Seq_1800,0.093,-0.571,-0.189,-0.468,0.212
Seq_1801,-0.134,-0.709,-0.291,-0.488,0.342
Seq_1802,0.091,-0.343,-0.221,-0.428,-0.086
Seq_1803,0.222,-0.649,-0.172,-0.658,0.29
Seq_1804,-0.216,-0.538,-0.203,-0.352,0.126
Seq_1805,0.061,-0.589,-0.188,-0.24,0.147
Seq_1806,-0.051,-0.839,-0.386,-0.416,0.107
Seq_1807,0.12,-0.308,-0.347,-0.438,0.12
Seq_1808,0.071,-0.753,-0.461,-0.566,0.147
Seq_1809,0.037,-0.411,-0.36,-0.377,-0.033
Seq_1810,0.038,-0.193,-0.42,-0.529,0.101
Seq_1811,-0.387,-0.64,-0.544,-0.196,0.243
Seq_1812,0.054,-0.512,-0.4,-0.442,0.203
Seq_1813,0.306,-0.368,-0.107,-0.412,0.141
Seq_1814,0.006,-0.888,-0.302,-0.554,0.199
Seq_1815,0.1,-0.294,-0.5,-0.499,0.148
Seq_1816,0.198,-0.618,-0.343,-0.321,0.126
Seq_1817,0.254,-0.801,-0.308,-0.694,0.13
Seq_1818,0.329,-0.218,-0.567,-0.531,0.071
Seq_1819,0.406,-0.822,-0.003,-0.423,0.129
Seq_1820,0.07,-0.786,-0.477,-0.385,0.251
Seq_1821,-0.104,-0.425,-0.562,-0.374,0.188
Seq_1822,-1.414,-0.837,-0.473,-0.614,0.177
Seq_1823,-0.16,-0.269,-0.502,-0.191,0.077
Seq_1824,0.109,-0.692,-0.135,-0.27,0.285
Seq_1825,0.13,-0.909,-0.209,-0.413,0.342
Seq_1826,-0.043,-0.404,-0.495,-0.479,0.057
Seq_1827,0.436,-0.291,-0.241,-0.47,0.163
Seq_1828,0.242,-0.539,-0.21,-0.459,0.084
Seq_1829,0.08,-0.779,-0.298,-0.544,0.223
Seq_1830,-0.024,-0.212,-0.322,-0.529,0.068
Seq_1831,0.231,-0.463,-0.168,-0.17,0.126
Seq_1832,0.055,-0.727,-0.35,-0.506,0.156
Seq_1833,0.228,-0.715,-0.442,-0.988,0.162
Seq_1834,0.06,-0.901,0.077,-0.501,0.154
Seq_1835,-0.0,-0.613,-0.235,-0.47,0.173
Seq_1836,0.472,-0.497,-0.288,-0.752,-0.02
Seq_1837,0.008,-0.561,-0.451,-0.43,0.143
Seq_1838,0.488,-0.368,-0.001,-0.212,-0.036
Seq_1839,0.345,-0.362,-0.209,-0.423,0.133
Seq_1840,-0.052,-0.651,-0.216,-0.223,0.159
Seq_1841,0.273,-0.65,-0.071,-0.437,-0.042
Seq_1842,0.159,-0.537,-0.126,-0.387,0.167
Seq_1843,0.022,-0.334,-0.208,-0.22,0.067
Seq_1844,0.009,-0.142,-0.26,-0.249,0.139
Seq_1845,0.165,-0.258,-0.396,-0.481,0.027
Seq_1846,0.263,-0.372,-0.304,-0.477,0.02
Seq_1847,0.213,-0.456,-0.391,-0.338,0.182
Seq_1848,0.163,-0.606,-0.255,-0.492,0.174
Seq_1849,0.409,-0.315,-0.621,0.053,0.155
Seq_1850,0.173,-0.511,-0.251,-0.429,0.075
Seq_1851,0.252,-0.597,-0.361,-0.35,0.231
Seq_1852,-0.112,-0.625,-0.159,-0.524,0.117
Seq_1853,0.378,-0.225,-0.286,-0.487,0.179
Seq_1854,0.168,-0.625,-0.509,-0.596,0.089
Seq_1855,0.027,-0.878,-0.448,-0.435,0.149
Seq_1856,0.126,-0.546,-0.164,-0.412,0.087
Seq_1857,0.812,-0.454,-0.055,-0.604,0.187
Seq_1858,0.248,-0.474,-0.22,-0.466,0.119
Seq_1859,0.307,-0.747,-0.218,-0.541,0.2
Seq_1860,0.296,-0.161,-0.56,-0.476,0.108
Seq_1861,0.124,-0.723,-0.236,-0.603,0.172
Seq_1862,-0.125,-0.194,-0.31,-0.304,0.114
Seq_1863,0.247,-0.772,-0.341,-0.467,0.22
Seq_1864,0.126,-0.567,-0.184,-0.399,0.296
Seq_1865,0.342,-0.828,-0.021,-0.588,0.092
Seq_1866,0.03,-0.211,-0.25,-0.485,0.001
Seq_1867,-0.02,-0.701,-0.346,-0.539,0.283
Seq_1868,0.027,-0.332,-0.291,-0.325,0.154
Seq_1869,0.128,-0.434,-0.273,-0.317,0.14
Seq_1870,0.231,-0.572,-0.244,-0.398,0.161
Seq_1871,0.305,-0.355,-0.291,-0.337,0.237
Seq_1872,0.062,-0.764,-0.331,-0.395,0.211
Seq_1873,-0.015,-0.502,-0.207,-0.496,0.134
Seq_1874,-0.787,-0.712,-0.329,-0.205,-0.015
Seq_1875,0.451,-0.713,-0.363,-1.041,0.133
Seq_1876,0.176,-0.609,-0.377,-0.507,0.143
Seq_1877,0.618,-0.381,-0.137,-0.282,0.056
Seq_1878,0.142,-0.668,-0.286,-0.358,0.271
Seq_1879,0.045,-0.269,-0.229,-0.516,-0.019
Seq_1880,0.079,-0.467,-0.144,-0.267,0.11
Seq_1881,-1.314,-1.208,-0.434,-0.552,0.126
Seq_1882,0.245,-0.666,-0.356,-0.317,0.288
Seq_1883,0.118,-0.775,-0.507,-0.513,0.177
Seq_1884,0.214,-0.513,-0.166,-0.295,0.137
Seq_1885,0.392,-0.424,-0.28,-0.417,0.191
Seq_1886,0.325,-0.635,-0.156,-0.301,0.218
Seq_1887,0.231,-0.408,-0.119,-0.358,0.192
Seq_1888,0.076,-0.748,-0.467,-0.431,0.152
Seq_1889,0.712,-0.298,-0.381,-0.377,0.279
Seq_1890,-0.022,-0.215,-0.233,-0.385,0.064
Seq_1891,0.22,-0.66,-0.433,-0.468,0.25
Seq_1892,0.288,-0.528,-0.113,-0.347,0.027
Seq_1893,-0.013,-0.472,-0.105,-0.277,0.265
Seq_1894,0.488,-0.606,-0.224,-0.458,0.111
Seq_1895,0.173,-0.482,-0.512,-0.247,0.22
Seq_1896,-0.129,-0.762,-0.35,-0.423,0.099
Seq_1897,0.056,-0.168,-0.224,-0.228,0.077
Seq_1898,0.667,-0.456,-0.135,-0.477,0.24
Seq_1899,0.306,-0.504,-0.047,-0.386,0.199
Seq_1900,-0.05,-0.208,-0.321,-0.071,0.308
Seq_1901,0.389,-0.153,-0.186,-0.22,0.15
Seq_1902,-0.175,-0.419,-0.216,-0.377,-0.038
Seq_1903,-0.199,-0.441,-0.265,-0.444,0.148
Seq_1904,-1.463,-0.183,-0.354,-0.1,-0.018
Seq_1905,-0.09,-0.41,-0.268,-0.33,0.08
Seq_1906,0.135,-0.245,-0.107,-0.31,0.024
Seq_1907,0.073,-0.803,-0.351,-0.451,0.198
Seq_1908,-0.007,-0.85,-0.388,-0.579,0.226
Seq_1909,0.157,-0.24,-0.488,-0.395,0.101
Seq_1910,0.24,-0.862,-0.332,-0.464,0.11
Seq_1911,-0.017,-0.361,-0.198,-0.388,0.154
Seq_1912,0.024,-0.405,-0.177,-0.395,0.037
Seq_1913,0.649,-0.172,-0.192,-0.44,0.065
Seq_1914,0.089,-0.748,-0.12,-0.319,0.222
Seq_1915,0.11,-0.212,-0.744,-0.365,0.179
Seq_1916,0.504,-0.534,0.248,-0.731,-0.083
Seq_1917,-0.346,-0.784,-0.323,-0.396,0.159
Seq_1918,0.376,-0.394,-0.322,-0.548,0.082
Seq_1919,0.288,-0.483,-0.306,-0.458,0.143
Seq_1920,0.243,-0.599,-0.184,-0.408,0.112
Seq_1921,0.215,-0.499,-0.208,-0.444,0.087
Seq_1922,0.07,-0.449,-0.204,-0.285,0.058
Seq_1923,0.18,-0.366,-0.272,-0.447,0.105
Seq_1924,0.242,-0.454,-0.208,-0.48,0.104
Seq_1925,0.089,-0.831,-0.267,-0.572,0.158
Seq_1926,0.043,-0.424,-0.152,-0.484,0.068
Seq_1927,0.139,-0.646,-0.372,-0.381,0.297
Seq_1928,-0.052,-0.695,-0.442,-0.57,0.158
Seq_1929,0.195,-0.751,-0.348,-0.49,0.092
Seq_1930,0.243,-0.453,-0.124,-0.435,0.019
Seq_1931,0.159,-0.891,-0.455,-0.377,0.112
Seq_1932,0.294,-0.497,-0.298,-0.4,0.122
Seq_1933,-0.036,-0.453,-0.473,-0.464,0.132
Seq_1934,0.182,-1.144,-0.147,-0.369,0.291
Seq_1935,0.127,-0.355,-0.219,-0.374,0.131
Seq_1936,0.138,-0.547,-0.232,-0.526,0.043
Seq_1937,0.244,-0.642,-0.269,-0.326,0.08
Seq_1938,0.019,-0.62,-0.091,-0.327,-0.032
Seq_1939,0.454,-0.386,-0.295,-0.638,0.197
Seq_1940,-0.028,-0.433,-0.258,-0.365,0.16
Seq_1941,0.159,-0.635,-0.222,-0.344,0.107
Seq_1942,-1.013,-0.542,-0.199,-0.231,0.137
Seq_1943,0.123,-0.681,-0.103,-0.455,0.265
Seq_1944,0.01,-0.611,-0.612,-0.513,0.143
Seq_1945,0.509,-0.303,0.221,-0.346,0.158
Seq_1946,0.331,-0.841,0.005,-0.712,0.021
Seq_1947,-0.044,-0.501,-0.398,-0.41,0.25
Seq_1948,-0.003,-0.738,-0.154,-0.404,-0.024
Seq_1949,0.081,-0.57,-0.212,-0.365,0.135
Seq_1950,0.42,-0.429,-0.04,-0.306,0.223
Seq_1951,0.71,-0.589,-0.287,-0.527,0.026
Seq_1952,0.372,-0.306,-0.183,-0.518,0.138
Seq_1953,0.262,-0.692,-0.387,-0.617,0.095
Seq_1954,0.231,-0.669,-0.219,-0.41,0.166
Seq_1955,0.32,-0.651,-0.317,-0.631,-0.005
Seq_1956,0.064,-0.774,-0.258,-0.418,0.192
Seq_1957,0.126,-0.31,-0.312,-0.346,0.112
Seq_1958,0.425,-1.196,0.039,-0.266,0.324
Seq_1959,0.28,-0.386,-0.309,-0.467,0.166
Seq_1960,-0.222,-0.35,-0.23,-0.483,0.046
Seq_1961,0.382,-0.446,-0.32,-0.519,0.037
Seq_1962,-0.075,-0.346,-0.195,-0.328,0.082
Seq_1963,0.495,-0.409,-0.317,-0.401,0.019
Seq_1964,0.196,-0.751,-0.17,-0.336,0.193
Seq_1965,0.27,-0.41,-0.323,-0.317,-0.037
Seq_1966,-0.137,-0.722,-0.163,-0.432,0.179
Seq_1967,0.187,-0.421,-0.178,-0.382,0.11
Seq_1968,0.183,-0.601,-0.357,-0.349,0.268
Seq_1969,-0.107,-0.72,-0.301,-0.32,0.177
Seq_1970,-0.07,-0.678,-0.157,-0.311,0.13
Seq_1971,0.269,-0.603,-0.603,-0.585,0.13
Seq_1972,0.115,-0.549,-0.37,-0.419,0.09
Seq_1973,-0.072,-0.508,-0.147,-0.497,0.132
Seq_1974,0.019,-0.829,-0.452,-0.448,0.197
Seq_1975,-0.063,-0.648,-0.477,-0.355,0.117
Seq_1976,0.047,-0.188,-0.199,-0.553,-0.104
Seq_1977,0.082,-0.737,-0.221,-0.528,0.112
Seq_1978,0.145,-0.565,-0.293,-0.406,0.17
Seq_1979,0.541,-0.279,-0.3,-0.442,0.278
Seq_1980,-0.092,-0.59,-0.3,-0.411,0.159
Seq_1981,0.006,-0.355,-0.178,-0.233,0.077
Seq_1982,0.386,-0.339,-0.609,-0.074,0.077
Seq_1983,0.309,-0.376,-0.229,-0.43,0.297
Seq_1984,0.109,-0.415,-0.518,-0.449,0.048
Seq_1985,0.129,-0.822,-0.274,-0.466,0.192
Seq_1986,0.256,-0.35,-0.247,-0.335,0.017
Seq_1987,0.152,-0.154,-0.201,-0.26,-0.053
Seq_1988,-0.078,-0.83,-0.437,-0.474,0.23
Seq_1989,0.032,-0.549,-0.269,-0.514,0.132
Seq_1990,0.042,-0.566,-0.003,-0.325,0.022
Seq_1991,0.557,-0.571,-0.763,-0.718,0.208
Seq_1992,0.236,-0.638,-0.488,-0.553,0.103
Seq_1993,-0.035,-0.641,0.04,-0.367,-0.069
Seq_1994,0.184,-0.599,-0.356,-0.477,0.248
Seq_1995,-0.005,-0.637,-0.321,-0.493,0.176
Seq_1996,-0.145,-0.791,-0.199,-0.391,0.122
Seq_1997,-0.131,-0.124,-0.209,-0.336,0.117
Seq_1998,0.075,-0.123,-0.42,-0.281,0.111
Seq_1999,0.231,-0.59,-0.422,-0.48,0.153
Seq_2000,-0.027,-0.543,-0.264,-0.422,0.137
Seq_2001,-0.212,-0.624,-0.449,-0.448,0.131
Seq_2002,0.104,-0.668,-0.222,-0.306,0.2
Seq_2003,0.289,-0.688,-0.514,-0.238,0.212
Seq_2004,0.036,-0.547,-0.145,-0.551,0.139
Seq_2005,0.552,-0.81,-0.543,-0.457,0.174
Seq_2006,-0.071,-0.425,-0.153,-0.438,0.119
Seq_2007,0.197,-0.594,-0.014,-0.119,0.193
Seq_2008,0.155,-0.334,0.252,-0.62,0.004
Seq_2009,0.272,-0.483,-0.085,-0.528,-0.019
Seq_2010,0.082,-0.378,-0.168,-0.322,0.046
Seq_2011,0.016,-0.918,-0.203,-0.39,0.121
Seq_2012,0.119,-0.432,-0.543,-0.431,0.043
Seq_2013,0.116,-0.837,-0.354,-0.484,0.25
Seq_2014,0.36,-0.429,-0.216,-0.459,0.044
Seq_2015,0.04,-0.383,-0.512,-0.497,0.134
Seq_2016,-0.289,-0.768,-0.13,-0.372,0.125
Seq_2017,0.231,-0.9,-0.072,-0.639,0.144
Seq_2018,-0.236,-0.587,-0.359,-0.419,0.304
Seq_2019,0.2,-0.753,-0.261,-0.465,0.112
Seq_2020,0.021,-0.556,-0.108,-0.46,0.103
Seq_2021,0.224,-0.754,-0.379,-0.615,0.114
Seq_2022,-0.052,-0.322,-0.237,-0.329,0.025
Seq_2023,0.107,-0.359,-0.073,-0.364,0.119
Seq_2024,-0.214,-0.657,-0.488,-0.362,0.225
Seq_2025,0.17,-0.816,-0.69,-0.599,0.207
Seq_2026,0.136,-0.429,-0.132,-0.519,0.027
Seq_2027,0.016,-0.246,-0.395,-0.362,0.059
Seq_2028,-0.012,-0.249,-0.323,-0.365,0.035
Seq_2029,0.629,-0.572,-0.006,0.051,0.045
Seq_2030,0.077,-0.537,-0.181,-0.378,0.041
Seq_2031,0.059,-0.252,-0.188,-0.36,-0.014
Seq_2032,0.149,-0.374,-0.73,-0.223,-0.073
Seq_2033,0.102,-0.723,-0.296,-0.428,0.248
Seq_2034,0.724,-0.54,-0.545,-0.064,0.131
Seq_2035,0.181,-0.443,-0.428,-0.38,0.118
Seq_2036,0.524,-0.65,-0.862,-0.181,0.006
Seq_2037,0.06,-0.615,-0.257,-0.603,0.077
Seq_2038,-0.029,-0.546,-0.239,-0.31,0.114
Seq_2039,0.507,-0.31,-0.309,-0.477,0.123
Seq_2040,0.046,-0.125,-0.033,-0.568,-0.092
Seq_2041,0.153,-0.399,-0.089,-0.336,0.121
Seq_2042,0.269,-0.685,-0.463,-0.323,0.225
Seq_2043,0.204,-0.729,-0.166,-0.354,0.197
Seq_2044,0.179,-0.352,-0.439,-0.431,0.121
Seq_2045,0.51,-0.138,-0.259,-0.333,0.11
Seq_2046,0.139,-0.57,-0.179,-0.43,0.253
Seq_2047,0.148,-0.273,-0.251,-0.168,0.125
Seq_2048,-0.091,-0.673,-0.209,-0.342,0.189
Seq_2049,0.201,-0.778,-0.227,-0.478,0.177
Seq_2050,0.235,-0.543,-0.19,-0.552,0.06
Seq_2051,0.155,-0.305,-0.068,-0.205,0.313
Seq_2052,-0.162,-0.555,-0.261,-0.354,0.188
Seq_2053,0.266,-0.507,0.21,-0.429,-0.06
Seq_2054,0.179,-0.407,-0.147,-0.397,0.13
Seq_2055,0.291,-0.627,-0.268,-0.465,0.226
Seq_2056,0.182,-0.336,-0.316,-0.283,0.067
Seq_2057,0.244,-0.779,-0.108,-0.488,0.131
Seq_2058,-0.202,-0.318,-0.621,-0.361,0.11
Seq_2059,0.138,-0.669,-0.142,-0.457,0.131
Seq_2060,0.013,-0.494,-0.283,-0.39,0.031
Seq_2061,-0.086,-0.435,-0.285,-0.356,0.135
Seq_2062,0.12,-0.314,-0.188,-0.733,-0.02
Seq_2063,0.088,-0.474,-0.134,-0.416,0.159
Seq_2064,0.207,-0.18,-0.093,-0.309,0.08
Seq_2065,0.126,-0.417,0.076,-0.306,0.249
Seq_2066,0.177,-0.592,-0.032,-0.301,0.339
Seq_2067,-0.039,-0.427,-0.36,-0.366,0.141
Seq_2068,0.169,-0.227,-0.107,-0.445,0.147
Seq_2069,0.265,-0.832,-0.444,-0.546,0.21
Seq_2070,-0.059,-0.764,-0.327,-0.44,0.115
Seq_2071,-0.085,-0.169,-0.351,-0.272,0.108
Seq_2072,0.279,-0.953,-0.556,-0.629,0.269
Seq_2073,0.708,-0.32,-0.482,-0.687,0.113
Seq_2074,0.179,-0.536,-0.575,-0.567,0.094
Seq_2075,0.211,-0.311,-0.391,-0.419,0.178
Seq_2076,0.007,-0.638,-0.265,-0.38,0.123
Seq_2077,-0.118,-0.554,-0.26,-0.458,0.167
Seq_2078,0.023,-0.522,-0.141,-0.529,0.055
Seq_2079,-0.054,-0.551,-0.432,-0.417,0.191
Seq_2080,0.425,-0.402,-0.217,-0.632,-0.062
Seq_2081,-0.185,-0.885,-0.251,-0.54,0.26
Seq_2082,0.027,-0.837,-0.356,-0.433,0.247
Seq_2083,0.055,-0.422,-0.159,-0.381,0.105
Seq_2084,0.067,-0.751,-0.233,-0.573,0.269
Seq_2085,-0.045,-0.352,-0.405,-0.397,0.037
Seq_2086,0.111,-0.903,-0.188,-0.414,0.083
Seq_2087,0.161,-0.732,-0.221,-0.349,0.081
Seq_2088,0.254,-0.567,-0.1,-0.467,0.134
Seq_2089,0.19,-0.685,-0.069,-0.621,0.196
Seq_2090,0.038,-0.444,-0.451,-0.36,0.136
Seq_2091,0.395,-0.505,0.152,-0.363,0.283
Seq_2092,0.123,-0.606,-0.383,-0.153,0.142
Seq_2093,0.369,-0.583,-0.214,-0.464,0.104
Seq_2094,0.249,-0.359,-0.29,-0.427,0.04
Seq_2095,0.78,-0.3,-0.671,-0.746,0.204
Seq_2096,0.561,-0.639,0.334,-0.47,-0.076
Seq_2097,-0.017,-0.214,-0.21,-0.33,0.049
Seq_2098,-0.245,-0.562,-0.188,-0.376,0.132
Seq_2099,0.186,-0.761,-0.435,-0.471,0.141
Seq_2100,0.01,-0.559,-0.457,-0.322,0.193
Seq_2101,-0.118,-0.285,-0.244,-0.168,0.137
Seq_2102,0.187,-0.303,-0.253,-0.365,0.084
