Secondary Structure(Helix),Solvent Accessibilty (Buried),Solvent Accesibilty(Intermediate),[G4.3.22.3],[G7.1.1.50],[G5.2.2.12],[G4.3.10.4],[G2.1.1.169],[G4.3.11.2],[G2.1.1.339],[G2.1.1.211],[G2.1.1.178],[Class]
0.509,0.486,0.18,2.5,-0.007901,0.001973,23.75,0,2.5,0,0,1.265823,nonDRNA
0.432,0.451,0.237,2.5,-0.001427,0.00252,20,1.265823,2.5,0,0,1.265823,nonDRNA
0.451,0.386,0.275,2.5,-0.004431,0,16.25,0,2.5,0,0,0,nonDRNA
0.449,0.429,0.232,2.5,9.20E-04,5.77E-04,16.25,0,2.5,0,0,0,nonDRNA
0.442,0.386,0.209,2.5,-0.00319,0.002477,10,1.265823,2.5,0,0,0,nonDRNA
0.421,0.447,0.272,2.5,-4.58E-04,0.00129,15,0,2.5,0,0,0,nonDRNA
0.471,0.388,0.267,2.5,2.13E-04,7.38E-04,11.25,0,2.5,0,0,0,nonDRNA
0.414,0.426,0.278,2.5,-0.007577,0.001828,42.5,2.531646,2.5,0,0,0,nonDRNA
0.375,0.434,0.265,2.5,-5.48E-04,0.001569,30,0,2.5,0,0,0,nonDRNA
0.43,0.355,0.299,2.5,0.005084,6.09E-04,18.75,0,2.5,0,0,0,nonDRNA
0.469,0.407,0.28,2.5,-0.002119,0,31.25,0,2.5,0,0,0,nonDRNA
0.413,0.417,0.242,2.5,-0.010121,0.001502,27.5,0,2.5,0,0,2.531646,nonDRNA
0.412,0.376,0.288,2.5,-0.005659,0.001866,20,1.265823,2.5,0,0,0,nonDRNA
0.534,0.399,0.25,2.5,-0.010183,0.001031,23.75,0,2.5,0,0,0,nonDRNA
0.418,0.434,0.238,2.5,0.004438,8.75E-04,25,0,2.5,0,0,0,nonDRNA
0.452,0.41,0.251,2.5,0.011866,8.15E-04,20,1.265823,2.5,0,0,1.265823,nonDRNA
0.458,0.42,0.278,2.5,0.001533,0.00157,21.25,0,2.5,0,0,0,nonDRNA
0.416,0.416,0.254,2.5,0.008805,0.00192,45,0,2.5,0,0,0,nonDRNA
0.444,0.363,0.297,2.5,1.78E-04,0.001332,22.5,0,2.5,0,0,0,nonDRNA
0.417,0.528,0.25,5.555556,0.006559,0.002258,19.444444,0,5.555556,0,0,0,nonDRNA
0.399,0.538,0.226,2.5,-0.006222,0.001917,20,0,2.5,0,0,0,nonDRNA
0.415,0.439,0.252,2.5,-0.004328,0.001998,36.25,0,2.5,0,0,0,nonDRNA
0.452,0.42,0.293,2.5,0.006397,4.25E-04,16.25,0,2.5,0,0,0,nonDRNA
0.351,0.477,0.27,2.5,-0.003615,9.28E-04,41.25,0,2.5,0,0,0,nonDRNA
0.48,0.487,0.22,2.5,0.017039,0,30,0,2.5,0,0,0,nonDRNA
0.431,0.408,0.265,2.5,-0.005165,9.89E-04,30,0,2.5,0,1.265823,1.265823,nonDRNA
0.5,0.5,0.157,2.5,0.005041,8.56E-04,20,0,2.5,0,0,0,nonDRNA
0.484,0.326,0.296,2.5,0.006326,3.49E-04,15,0,2.5,0,0,0,nonDRNA
0.475,0.403,0.269,2.5,-0.001597,3.51E-04,20,0,2.5,0,0,0,nonDRNA
0.413,0.387,0.26,2.5,4.70E-04,0.00119,18.75,0,2.5,0,0,0,nonDRNA
0.445,0.468,0.262,2.5,-0.006334,0.001272,25,0,2.5,0,0,1.265823,nonDRNA
0.478,0.433,0.254,2.5,-8.17E-04,0.001678,26.25,0,2.5,0,0,0,nonDRNA
0.454,0.398,0.283,2.5,-0.00388,8.27E-04,13.75,0,2.5,0,0,0,nonDRNA
0.505,0.469,0.213,2.5,0.004642,0,30,0,2.5,0,0,0,nonDRNA
0.485,0.441,0.226,2.5,0.002875,0.001584,36.25,0,2.5,0,0,0,nonDRNA
0.447,0.417,0.242,2.5,0.001645,0.001223,25,0,2.5,1.265823,0,0,nonDRNA
0.32,0.395,0.311,2.5,0.007711,0.002153,16.25,0,2.5,0,0,0,nonDRNA
0.338,0.433,0.272,3.75,0.002957,6.99E-04,18.75,0,6.25,0,0,0,nonDRNA
0.442,0.464,0.219,3.75,-4.19E-04,0.002244,13.75,1.265823,6.25,0,0,1.265823,nonDRNA
0.477,0.469,0.273,3.75,-0.003475,0.001389,21.25,0,6.25,0,1.265823,0,nonDRNA
0.439,0.464,0.274,3.75,0.008579,0,20,0,5,0,0,0,nonDRNA
0.413,0.434,0.295,10,0.0097,0.001629,18.75,0,6.25,0,0,0,nonDRNA
0.331,0.436,0.316,11.25,-0.006622,0.001094,26.25,0,6.25,1.265823,0,0,nonDRNA
0.448,0.494,0.244,3.75,5.03E-04,6.57E-04,20,0,3.75,0,0,1.265823,nonDRNA
0.406,0.411,0.279,3.75,3.37E-04,0.001035,48.75,0,3.75,0,0,0,nonDRNA
0.445,0.413,0.198,3.75,-0.003853,0.001333,41.25,0,3.75,0,0,1.265823,nonDRNA
0.431,0.461,0.221,3.75,0.00398,0.001982,23.75,0,3.75,0,0,0,nonDRNA
0.475,0.465,0.234,3.75,0.003639,6.17E-04,23.75,0,3.75,0,0,0,nonDRNA
0.411,0.407,0.271,3.75,-0.004974,5.19E-04,21.25,0,3.75,0,0,0,nonDRNA
0.441,0.469,0.218,3.75,0.006599,0.001388,25,0,3.75,0,0,1.265823,nonDRNA
0.515,0.487,0.204,3.75,0.003328,3.48E-04,26.25,0,3.75,0,0,0,nonDRNA
0.463,0.408,0.22,3.75,-0.004608,0.003704,26.25,2.531646,3.75,0,0,0,nonDRNA
0.507,0.382,0.241,3.75,0.001864,0.00217,22.5,3.797468,3.75,0,0,0,nonDRNA
0.436,0.411,0.241,3.75,-0.001614,0.003763,21.25,2.531646,3.75,0,0,0,nonDRNA
0.403,0.441,0.229,3.75,0.007299,0.001244,15,1.265823,3.75,0,0,0,nonDRNA
0.476,0.443,0.262,3.75,-0.006477,6.80E-04,27.5,0,3.75,0,0,0,nonDRNA
0.457,0.472,0.21,3.75,-0.001841,0.001809,26.25,1.265823,3.75,0,0,0,nonDRNA
0.419,0.48,0.267,3.75,0.010218,2.79E-04,31.25,0,3.75,0,0,0,nonDRNA
0.313,0.348,0.542,5,-0.003903,0.003109,22.5,1.265823,12.5,0,0,1.265823,nonDRNA
0.327,0.338,0.535,5,-0.006354,0.002854,22.5,0,12.5,0,0,1.265823,nonDRNA
0.428,0.431,0.186,8.75,0.012484,0.002146,27.5,0,13.75,0,0,0,nonDRNA
0.422,0.461,0.232,8.75,-0.004819,0.001112,31.25,0,6.25,0,0,0,nonDRNA
0.471,0.477,0.211,6.25,-0.004812,5.36E-04,27.5,0,5,0,0,0,nonDRNA
0.428,0.407,0.285,11.25,0.003961,0.002876,25,1.265823,5,0,0,0,nonDRNA
0.374,0.626,0.231,5,0.011025,5.25E-04,27.5,0,5,0,0,0,nonDRNA
0.456,0.44,0.21,7.5,-0.002927,0.003054,30,2.531646,10,0,0,1.265823,nonDRNA
0.469,0.374,0.293,6.25,0.008213,0.001218,17.5,0,7.5,0,0,0,nonDRNA
0.442,0.524,0.248,5,-0.008643,0.002542,22.5,1.265823,11.25,0,0,1.265823,nonDRNA
0.359,0.579,0.253,5,0.011244,0.001321,28.75,0,7.5,0,1.265823,0,nonDRNA
0.455,0.404,0.288,5,0.003744,0.002555,25,1.265823,12.5,0,0,0,nonDRNA
0.465,0.452,0.245,7.5,0.00679,0.002029,22.5,1.265823,11.25,0,0,0,nonDRNA
0.441,0.426,0.293,5,0.004703,5.85E-04,37.5,0,7.5,0,0,0,nonDRNA
0.47,0.439,0.252,5,-0.003913,0.001286,32.5,0,5,0,0,0,nonDRNA
0.398,0.428,0.267,6.25,0.003229,0.001134,17.5,0,8.75,0,1.265823,0,nonDRNA
0.475,0.437,0.232,8.75,0.005945,0.001157,23.75,0,8.75,0,0,0,nonDRNA
0.474,0.374,0.262,6.25,-0.001964,6.08E-04,37.5,0,11.25,0,0,0,nonDRNA
0.457,0.474,0.219,3.75,0.004814,5.55E-04,15,0,8.75,0,0,0,nonDRNA
0.466,0.44,0.243,3.75,-0.006372,0.001908,16.25,0,18.75,1.265823,0,2.531646,nonDRNA
0.442,0.411,0.256,3.75,0.001289,0.002962,16.25,5.063291,5,0,0,0,nonDRNA
0.467,0.43,0.25,3.75,-0.007271,0.001173,27.5,0,5,0,0,0,nonDRNA
0.235,0.418,0.357,3.75,0.005861,0.00113,30,1.265823,16.25,0,0,0,nonDRNA
0.235,0.418,0.357,3.75,0.005861,0.00113,30,1.265823,16.25,0,0,0,nonDRNA
0.449,0.441,0.244,3.75,-0.006061,8.29E-04,15,0,11.25,0,0,0,nonDRNA
0.472,0.457,0.252,3.75,-7.96E-04,8.89E-04,17.5,0,6.25,0,0,0,nonDRNA
0.496,0.372,0.289,3.75,-0.007393,0.001528,20,0,6.25,0,1.265823,0,nonDRNA
0.385,0.372,0.271,3.75,0.01144,0.002381,31.25,0,7.5,0,0,1.265823,nonDRNA
0.406,0.414,0.269,3.75,0.001385,0.001996,25,1.265823,7.5,0,0,1.265823,nonDRNA
0.273,0.397,0.329,3.75,0.006291,0.001164,32.5,1.265823,12.5,0,0,0,nonDRNA
0.384,0.423,0.282,3.75,0.002967,0.001371,26.25,1.265823,7.5,0,0,0,nonDRNA
0.387,0.417,0.287,3.75,0.003074,0.001369,26.25,1.265823,7.5,0,0,0,nonDRNA
0.418,0.375,0.234,3.75,-0.007611,0.00339,42.5,5.063291,13.75,0,0,0,nonDRNA
0.377,0.453,0.217,3.75,-0.00232,0.002148,21.25,2.531646,15,0,0,0,nonDRNA
0.389,0.443,0.213,3.75,0.007596,0.002484,32.5,1.265823,6.25,0,0,1.265823,nonDRNA
0.398,0.492,0.282,3.75,0.01317,6.00E-04,22.5,0,7.5,0,0,0,nonDRNA
0.402,0.489,0.286,3.75,0.012628,6.01E-04,22.5,0,7.5,0,1.265823,0,nonDRNA
0.502,0.455,0.159,3.75,-0.00216,0.00173,32.5,0,8.75,0,0,0,nonDRNA
0.362,0.469,0.262,3.75,-0.007151,6.11E-04,22.5,0,8.75,0,0,0,nonDRNA
0.442,0.435,0.268,3.75,0.001929,0.001835,35,0,10,0,0,0,nonDRNA
0.382,0.428,0.204,3.75,0.003048,0.003411,28.75,0,21.25,0,0,1.265823,nonDRNA
0.399,0.392,0.223,3.75,-0.001161,0.003049,18.75,1.265823,7.5,0,0,0,nonDRNA
0.507,0.403,0.251,3.75,-0.012088,0.001697,23.75,0,21.25,0,1.265823,0,nonDRNA
0.422,0.464,0.269,3.75,7.58E-04,0.001615,16.25,1.265823,5,1.265823,0,0,nonDRNA
0.34,0.427,0.253,3.75,0.001174,0.001243,23.75,0,5,0,0,1.265823,nonDRNA
0.415,0.406,0.288,5,-0.00672,0.00144,36.25,0,6.25,0,0,0,nonDRNA
0.434,0.504,0.194,5,-0.001032,0.001468,13.75,2.531646,10,0,0,0,nonDRNA
0.269,0.411,0.328,5,-0.001929,0.001821,32.5,2.531646,8.75,0,0,0,nonDRNA
0.318,0.443,0.251,5,-0.006039,0.001513,27.5,0,10,0,0,0,nonDRNA
0.455,0.48,0.218,6.25,0.002654,0.002231,25,0,22.5,0,0,0,nonDRNA
0.373,0.392,0.312,5,0.001201,7.83E-04,32.5,0,10,0,0,0,nonDRNA
0.48,0.464,0.242,7.5,0.00418,0.001236,30,1.265823,7.5,0,0,0,nonDRNA
0.369,0.507,0.213,5,0.009693,3.88E-04,25,0,7.5,0,0,0,nonDRNA
0.372,0.511,0.211,5,0.009611,3.85E-04,23.75,0,7.5,0,0,0,nonDRNA
0.435,0.333,0.222,5,0.005539,0.001549,18.75,0,6.25,0,0,0,nonDRNA
0.439,0.446,0.237,6.25,-0.01167,0.001438,30,0,11.25,0,0,0,nonDRNA
0.486,0.377,0.275,5,5.62E-04,9.99E-04,15,0,6.25,0,0,1.265823,nonDRNA
0.376,0.404,0.23,6.25,0.001142,0.002339,25,1.265823,7.5,0,0,0,nonDRNA
0.376,0.486,0.257,5,0.004103,0.001013,40,0,17.5,0,0,0,nonDRNA
0.445,0.466,0.236,6.25,-0.001655,6.78E-04,35,0,7.5,0,0,0,nonDRNA
0.403,0.401,0.314,5,0.001262,7.33E-04,22.5,0,6.25,0,0,0,nonDRNA
0.327,0.401,0.272,11.25,-0.00251,0.001458,28.75,0,10,0,0,0,nonDRNA
0.414,0.425,0.217,6.25,0.001115,0.002178,35,0,6.25,0,0,0,nonDRNA
0.428,0.437,0.215,6.25,0.001197,0.001936,35,1.265823,6.25,0,0,0,nonDRNA
0.483,0.517,0.19,8.75,-0.006603,0.001766,22.5,0,12.5,0,0,0,nonDRNA
0.462,0.494,0.205,5,0.01219,2.91E-04,31.25,0,10,0,0,0,nonDRNA
0.477,0.477,0.202,6.25,0.004209,0.002118,32.5,0,5,0,0,0,nonDRNA
0.423,0.435,0.256,3.75,0.006077,0.001104,21.25,0,7.5,0,0,0,nonDRNA
0.456,0.438,0.246,3.75,-0.013082,0.001049,38.75,1.265823,5,0,0,0,nonDRNA
0.403,0.42,0.259,3.75,0.005053,0.002413,25,0,17.5,0,0,1.265823,nonDRNA
0.454,0.454,0.267,3.75,-0.006142,8.48E-04,25,1.265823,10,0,0,0,nonDRNA
0.409,0.394,0.33,3.75,-0.001235,0.001951,18.75,0,6.25,0,0,0,nonDRNA
0.47,0.474,0.22,3.75,0.013063,8.92E-04,20,0,12.5,0,0,1.265823,nonDRNA
0.453,0.45,0.26,3.75,-0.015149,4.87E-04,21.25,0,5,0,0,0,nonDRNA
0.484,0.4,0.224,3.75,0.003717,0.002365,40,2.531646,6.25,0,0,1.265823,nonDRNA
0.529,0.434,0.25,3.75,0.001351,5.49E-04,15,0,7.5,1.265823,1.265823,0,nonDRNA
0.383,0.377,0.251,3.75,-0.005639,0.001734,23.75,0,8.75,0,0,0,nonDRNA
0.282,0.42,0.331,5,-0.005415,5.42E-04,17.5,0,13.75,0,0,1.265823,nonDRNA
0.45,0.514,0.216,5,0.009196,0.001146,17.5,0,18.75,0,0,3.797468,nonDRNA
0.431,0.466,0.221,10,-0.015898,0.001264,12.5,0,26.25,0,0,0,nonDRNA
0.443,0.513,0.177,7.5,-0.011452,0.001101,27.5,0,11.25,0,0,0,nonDRNA
0.353,0.466,0.247,5,0.00542,8.47E-04,17.5,0,7.5,0,0,0,nonDRNA
0.471,0.456,0.21,6.25,0.009748,0.001871,33.75,0,6.25,0,0,1.265823,nonDRNA
0.356,0.422,0.258,8.75,-0.011758,0.001897,31.25,1.265823,6.25,0,0,0,nonDRNA
0.43,0.501,0.224,7.5,-0.003983,0.001319,27.5,0,15,0,0,0,nonDRNA
0.434,0.422,0.273,7.5,-0.006797,0.001575,27.5,0,11.25,0,0,0,nonDRNA
0.52,0.322,0.305,8.75,-0.004672,0.001804,22.5,2.531646,5,0,0,0,nonDRNA
0.417,0.416,0.281,5,-0.009697,0.002147,21.25,0,3.75,0,0,1.265823,nonDRNA
0.344,0.344,0.23,6.557377,8.31E-04,0.002908,36.065574,1.666667,4.918033,0,0,0,nonDRNA
0.405,0.399,0.215,5,-0.003864,0.0022,21.25,2.531646,3.75,0,0,1.265823,nonDRNA
0.389,0.432,0.303,5,-0.00786,3.14E-04,25,0,3.75,0,0,1.265823,nonDRNA
0.486,0.382,0.25,5,-0.006496,0.001864,23.75,1.265823,3.75,0,0,2.531646,nonDRNA
0.383,0.457,0.264,6.25,-0.010785,0.002771,26.25,0,3.75,0,0,1.265823,nonDRNA
0.384,0.407,0.254,25,0.005184,0.002395,26.25,1.265823,3.75,0,0,1.265823,nonDRNA
0.359,0.364,0.306,8.75,-0.004977,6.98E-04,25,0,3.75,0,0,0,nonDRNA
0.46,0.424,0.224,6.25,-0.005845,0.001592,33.75,0,3.75,0,0,0,nonDRNA
0.437,0.424,0.298,8.75,0.001702,0.001734,28.75,0,3.75,0,0,0,nonDRNA
0.44,0.456,0.264,5,0.008066,8.56E-04,20,0,3.75,0,0,0,nonDRNA
0.305,0.429,0.329,11.25,0.003688,0,23.75,0,3.75,0,0,0,nonDRNA
0.444,0.513,0.207,10,2.91E-04,0.001295,33.75,0,3.75,0,0,1.265823,nonDRNA
0.377,0.402,0.317,11.25,-0.008922,5.92E-04,27.5,0,3.75,0,0,0,nonDRNA
0.331,0.401,0.278,7.5,0.001158,0.001047,25,0,3.75,0,0,0,nonDRNA
0.458,0.415,0.254,12.5,0.007489,0.001703,30,1.265823,3.75,0,0,1.265823,nonDRNA
0.37,0.462,0.24,7.5,0.002097,7.87E-04,22.5,0,3.75,0,0,0,nonDRNA
0.485,0.429,0.232,5,0.014712,0.001366,11.25,0,3.75,0,0,0,nonDRNA
0.41,0.541,0.213,9.836066,-0.002141,0.001701,16.393443,1.666667,4.918033,0,0,0,nonDRNA
0.39,0.473,0.262,5,-0.003753,8.04E-04,18.75,0,3.75,0,0,0,nonDRNA
0.43,0.489,0.265,7.5,-0.004851,7.66E-04,13.75,0,3.75,0,0,0,nonDRNA
0.474,0.468,0.179,6.25,-0.002686,0.002221,30,1.265823,3.75,0,0,1.265823,nonDRNA
0.361,0.587,0.258,6.25,0.00214,8.43E-04,21.25,0,3.75,0,0,0,nonDRNA
0.32,0.429,0.339,12.5,0.005328,0.001248,26.25,0,3.75,0,1.265823,0,nonDRNA
0.323,0.406,0.278,6.25,0.003763,6.46E-04,18.75,0,3.75,0,0,0,nonDRNA
0.4,0.442,0.302,3.75,0.006771,5.99E-04,21.25,0,8.75,0,0,0,nonDRNA
0.456,0.417,0.231,3.75,0.007661,0.001725,21.25,0,7.5,0,0,0,nonDRNA
0.414,0.432,0.186,3.75,-0.012148,0.00264,25,1.265823,20,0,0,1.265823,nonDRNA
0.4,0.436,0.238,3.75,-9.80E-04,0.001342,21.25,0,5,0,0,0,nonDRNA
0.408,0.473,0.242,3.75,0.002803,0.001172,27.5,0,5,0,0,1.265823,nonDRNA
0.446,0.387,0.256,5,0.004486,0.00246,26.25,0,3.75,0,0,1.265823,nonDRNA
0.461,0.434,0.217,7.5,-0.004723,0.001539,26.25,0,3.75,0,0,1.265823,nonDRNA
0.338,0.507,0.236,6.25,0.001998,2.62E-04,33.75,0,3.75,0,0,0,nonDRNA
0.297,0.495,0.263,11.25,-0.001758,5.73E-04,22.5,0,3.75,0,0,0,nonDRNA
0.435,0.448,0.246,3.75,0.004948,0.001418,20,0,18.75,1.265823,0,0,nonDRNA
0.473,0.448,0.282,3.75,0.010277,2.63E-04,17.5,0,7.5,0,0,0,nonDRNA
0.461,0.438,0.294,3.75,0.007092,5.38E-04,10,0,7.5,0,0,0,nonDRNA
0.444,0.458,0.239,3.75,-0.001776,0.00407,18.75,1.265823,5,0,0,0,nonDRNA
0.401,0.521,0.218,3.75,-0.001687,8.94E-04,25,0,8.75,1.265823,0,0,nonDRNA
0.416,0.411,0.238,3.75,0.002038,0.001087,18.75,0,7.5,0,0,0,nonDRNA
0.449,0.417,0.231,3.75,0.001588,0.002608,16.25,1.265823,7.5,0,0,0,nonDRNA
0.376,0.445,0.285,3.75,-0.003457,7.67E-04,22.5,1.265823,7.5,1.265823,0,1.265823,nonDRNA
0.417,0.444,0.283,3.75,-0.007272,3.24E-04,22.5,0,10,0,0,0,nonDRNA
0.414,0.43,0.23,3.75,-0.00893,0.002166,30,3.797468,8.75,0,0,2.531646,nonDRNA
0.487,0.506,0.201,3.75,-0.005183,0.001883,16.25,0,6.25,0,0,1.265823,nonDRNA
0.465,0.415,0.298,3.75,0.004219,0,18.75,0,10,0,0,0,nonDRNA
0.467,0.436,0.268,3.75,0.01293,3.35E-04,18.75,0,10,0,0,0,nonDRNA
0.516,0.497,0.229,3.75,7.91E-04,6.46E-04,18.75,0,10,0,0,0,nonDRNA
0.493,0.514,0.223,3.75,-0.00152,2.77E-04,21.25,0,6.25,0,0,0,nonDRNA
0.426,0.445,0.27,3.75,-7.63E-04,3.15E-04,16.25,0,26.25,0,0,0,nonDRNA
0.432,0.499,0.3,3.75,0.011041,0,20,0,7.5,0,0,0,nonDRNA
0.535,0.401,0.197,3.75,-0.003022,0.001171,22.5,1.265823,6.25,0,0,0,nonDRNA
0.472,0.491,0.257,3.75,-0.009191,0,23.75,0,18.75,0,0,0,nonDRNA
0.357,0.417,0.328,3.75,-0.002449,0.001613,17.5,0,7.5,0,0,0,nonDRNA
0.364,0.408,0.295,3.75,-0.006518,0.001171,15,0,7.5,0,0,0,nonDRNA
0.398,0.413,0.291,3.75,-0.001903,0.001849,22.5,0,7.5,0,0,1.265823,nonDRNA
0.36,0.399,0.329,3.797468,-0.001061,0.001898,22.78481,0,7.594937,0,0,1.282051,nonDRNA
0.396,0.415,0.295,3.75,-2.24E-04,0.001544,23.75,0,7.5,0,0,1.265823,nonDRNA
0.388,0.414,0.298,3.75,-0.001693,0.00188,23.75,0,7.5,0,0,1.265823,nonDRNA
0.371,0.413,0.296,3.75,-0.003729,0.001568,25,0,7.5,0,0,0,nonDRNA
0.386,0.417,0.3,3.75,5.64E-04,0.001627,15,0,7.5,0,0,0,nonDRNA
0.386,0.417,0.3,3.75,5.64E-04,0.001627,15,0,7.5,0,0,0,nonDRNA
0.386,0.426,0.287,3.75,-0.00333,0.001547,15,0,7.5,0,0,0,nonDRNA
0.336,0.41,0.335,3.75,-0.001126,0.00157,13.75,0,7.5,0,0,0,nonDRNA
0.39,0.422,0.288,3.75,-0.00197,0.001578,13.75,0,7.5,0,0,0,nonDRNA
0.385,0.428,0.285,3.75,-0.00212,0.001597,15,0,7.5,0,0,0,nonDRNA
0.384,0.43,0.285,3.75,-0.00212,0.001597,15,0,7.5,0,0,0,nonDRNA
0.38,0.428,0.286,3.75,-0.00212,0.001597,15,0,7.5,0,0,0,nonDRNA
0.48,0.384,0.258,3.75,0.007573,0.00172,18.75,2.531646,7.5,0,0,0,nonDRNA
0.457,0.419,0.226,3.75,-0.00159,0.002305,18.75,2.531646,7.5,0,0,0,nonDRNA
0.396,0.397,0.269,3.75,-0.005669,2.58E-04,12.5,0,8.75,0,0,1.265823,nonDRNA
0.463,0.424,0.226,3.75,0.006551,0.002769,16.25,3.797468,7.5,0,0,0,nonDRNA
0.325,0.467,0.263,3.75,0.001956,6.73E-04,18.75,0,5,0,0,0,nonDRNA
0.523,0.431,0.261,3.75,8.01E-04,0.00223,20,0,5,0,0,0,nonDRNA
0.387,0.438,0.279,3.75,-0.003214,0.00156,11.25,0,5,0,0,1.265823,nonDRNA
0.372,0.418,0.28,3.75,-0.004502,5.32E-04,22.5,0,8.75,0,0,0,nonDRNA
0.449,0.476,0.219,3.75,-0.004443,0.001255,21.25,0,5,0,0,0,nonDRNA
0.441,0.407,0.246,5,0.007122,0.001002,27.5,1.265823,7.5,0,0,1.265823,nonDRNA
0.321,0.568,0.235,5,-0.001306,2.25E-04,25,0,5,0,0,0,nonDRNA
0.497,0.409,0.261,5,9.57E-04,8.48E-04,16.25,0,5,0,0,0,nonDRNA
0.38,0.443,0.203,8.75,0.007048,0.00193,12.5,0,7.5,0,0,1.265823,nonDRNA
0.43,0.411,0.257,11.25,-0.002843,2.57E-04,6.25,0,7.5,0,0,0,nonDRNA
0.441,0.398,0.248,6.25,0.010319,0.001968,11.25,0,7.5,0,0,0,nonDRNA
0.439,0.387,0.254,6.25,0.008921,0.001985,10,0,7.5,0,0,0,nonDRNA
0.436,0.487,0.245,13.75,9.56E-04,2.63E-04,21.25,0,12.5,0,0,0,nonDRNA
0.46,0.435,0.198,8.75,-0.004444,0.002565,18.75,0,5,0,0,0,nonDRNA
0.421,0.41,0.24,8.75,-0.007331,0.002873,15,0,5,0,0,0,nonDRNA
0.467,0.4,0.238,3.75,-0.002459,0.003389,20,2.531646,3.75,0,0,0,nonDRNA
0.377,0.434,0.286,3.75,0.006727,0,20,0,3.75,0,0,0,nonDRNA
0.427,0.424,0.293,3.75,-0.010643,0.001171,23.75,0,3.75,0,0,0,nonDRNA
0.439,0.497,0.235,3.75,6.08E-04,8.66E-04,21.25,0,3.75,0,0,1.265823,nonDRNA
0.439,0.244,0.356,3.75,-0.004408,0.003019,18.75,3.797468,3.75,0,1.265823,0,nonDRNA
0.545,0.436,0.223,3.75,0.005333,6.35E-04,21.25,0,3.75,0,0,1.265823,nonDRNA
0.392,0.427,0.247,3.75,0.001474,0.001789,18.75,0,3.75,0,0,1.265823,nonDRNA
0.405,0.351,0.302,3.75,-0.003163,9.07E-04,21.25,0,3.75,0,0,1.265823,nonDRNA
0.402,0.446,0.295,3.75,9.75E-04,3.11E-04,35,0,3.75,0,0,0,nonDRNA
0.435,0.427,0.288,3.75,-0.006671,3.17E-04,21.25,0,3.75,0,0,1.265823,nonDRNA
0.456,0.417,0.256,3.75,-0.009757,0.002203,21.25,3.797468,3.75,0,0,0,nonDRNA
0.447,0.402,0.271,3.75,-0.004994,0.001288,22.5,0,3.75,0,0,1.265823,nonDRNA
0.442,0.413,0.231,3.75,-0.008584,0.003376,18.75,2.531646,3.75,0,0,1.265823,nonDRNA
0.486,0.381,0.229,3.75,-0.005549,0.004236,22.5,2.531646,3.75,1.265823,0,0,nonDRNA
0.403,0.507,0.224,3.75,-0.001151,2.65E-04,21.25,0,3.75,0,0,0,nonDRNA
0.58,0.381,0.204,3.75,0.003648,0.001835,35,0,3.75,0,0,1.265823,nonDRNA
0.477,0.386,0.232,3.75,0.006063,6.31E-04,27.5,0,3.75,0,0,0,nonDRNA
0.404,0.415,0.279,3.75,-0.014377,0.001556,26.25,0,3.75,0,0,0,nonDRNA
0.522,0.407,0.232,3.75,-0.010277,7.03E-04,22.5,0,3.75,0,0,0,nonDRNA
0.368,0.435,0.307,3.75,-0.004861,9.85E-04,20,0,3.75,0,0,0,nonDRNA
0.489,0.353,0.226,3.75,0.008844,0.004616,18.75,3.797468,3.75,0,0,0,nonDRNA
0.443,0.465,0.221,3.75,0.010094,0.001418,22.5,0,3.75,0,0,0,nonDRNA
0.515,0.495,0.217,3.75,0.003081,9.56E-04,25,0,3.75,0,0,0,nonDRNA
0.349,0.436,0.227,3.75,-0.003155,0.001471,13.75,0,3.75,0,0,0,nonDRNA
0.526,0.375,0.21,3.75,-0.00918,7.27E-04,17.5,0,3.75,0,0,0,nonDRNA
0.584,0.401,0.285,3.75,-0.009426,0.001042,23.75,0,3.75,0,0,0,nonDRNA
0.461,0.454,0.246,3.75,0.004952,0.001972,32.5,0,3.75,1.265823,0,1.265823,nonDRNA
0.44,0.457,0.25,3.75,0.003622,9.87E-04,23.75,0,3.75,0,0,0,nonDRNA
0.309,0.439,0.291,3.75,-0.005486,0.00173,13.75,1.265823,3.75,0,0,0,nonDRNA
0.464,0.397,0.232,3.75,0.003692,0.001927,25,0,3.75,0,0,0,nonDRNA
0.386,0.413,0.293,3.75,0.0022,0.001862,26.25,0,3.75,0,0,0,nonDRNA
0.423,0.395,0.27,5,0.004659,5.89E-04,16.25,0,5,0,0,0,nonDRNA
0.398,0.425,0.247,5,-0.001054,0.001538,17.5,0,5,0,0,0,nonDRNA
0.475,0.47,0.232,6.25,0.005344,0.001,27.5,0,6.25,0,0,0,nonDRNA
0.516,0.5,0.161,6.25,-0.005744,0.002101,16.25,0,6.25,0,0,0,nonDRNA
0.427,0.414,0.22,5,0.007745,0.00165,27.5,1.265823,6.25,0,0,1.265823,nonDRNA
0.366,0.405,0.314,5,-0.00139,0.001511,28.75,0,10,0,0,0,nonDRNA
0.464,0.399,0.254,5,0.007644,0.001984,18.75,0,7.5,0,1.265823,1.265823,nonDRNA
0.471,0.406,0.246,5,0.006769,0.002251,18.75,0,7.5,0,1.265823,1.265823,nonDRNA
0.378,0.375,0.235,5,0.011305,0.003732,13.75,2.531646,10,0,0,1.265823,nonDRNA
0.329,0.462,0.247,6.25,-0.005874,8.68E-04,28.75,0,8.75,0,0,0,nonDRNA
